_id,research_title,research_url,research_author,research_institution,research_name,research_volumn,research_year,research_language,research_subject,research_type,research_page
65e6f2267436f20b02adf0ce,A Case of Urologic Manifestation of IARS2-associated Leigh Syndrome = IARS2 유전자 연관 리 증후군(Leigh syndrome) 여아에서 방광기능장애 증례,https://www.riss.kr/link?id=A108754213,이현주 ;  나지훈 ;  이영목 ;  Hyunjoo Lee ;  Ji-Hoon Na ;  Young-Mock Lee,The Korea Society of Inherited Metabolic Disease,대한유전성대사질환학회지(Journal of the Korean Society of Inherited Metabolic Disease ),Vol.23 No.1 [2023],2023,English,IARS2 ;  Bladder dysfunction ;  Mitochondrial disease ;  Leigh syndrome ;  Overactive bladder syndrome ;  Detrusor overactivity,학술저널,25-30(6쪽)
65e6f22a7436f20b02adf0cf,Molecular Genetic Analysis in Dystroglycanopathy with the Fukuyama Congenital Muscular Dystrophy Phenotype,https://www.riss.kr/link?id=A103844619,"차명진 ;  신재은 ;  김세훈 ;  이민정 ;  이철호 ;  이영목 ;  Cha, Lily Myung-Jin ;  Shin, Jae Eun ;  Kim, Se Hoon ;  Lee, Min Jung ;  Lee, Chul Ho ;  Lee, Young-Mock",The Korean Society of Inherited Metabolic Disease,대한유전성대사질환학회지(Journal of the Korean Society of Inherited Metabolic Disease ),Vol.17 No.2 [2017],2017,English,Fukuyama congenital muscular dystrophy ;  Dystroglycanopathy ;  FKTN gene ;  Fukutin ;  Muscle pathology ;  Brain MRI,학술저널,48-54(7쪽)
65e6f22e7436f20b02adf0d0,관상동맥질환 예측요인으로서 혈중 납의 의의 = Blood Lead Level as a Predictor of Coronary Artery Disease,https://www.riss.kr/link?id=A76516845,박령진 (전남대학교 의과대학 산업의학교실) ;  김승현 (전남대학교 의과대학 산업의학교실) ;  박지웅 (전남대학교 의과대학 산업의학교실) ;  김양현 (전남대학교 의과대학 산업의학교실) ;  김명보 (전남대학교 의과대학 산업의학교실) ;  박원주 (전남대학교 의과대학 산업의학교실) ;  문재동 (전남대학교 의과대학 산업의학교실),大韓産業醫學會,대한직업환경의학회지(Annals of Occupational and Environmental Medicine),Vol.21 No.1 [2009],2009,Korean,Blood lead ;  Coronary artery stenosis ;  Coronary artery calcification,510,KCI등재
65e6f2317436f20b02adf0d1,공급거부를 원인으로 하는 희귀의약품에 대한 강제실시권의 종합적 판단 = A review of application of exclusive rights and compulsory licensing of orphan drug,https://www.riss.kr/link?id=A104568317,김은수 (경북대학교),경북대학교 IT와 법연구소,IT와 법 연구(IT&LAW REVIEW),Vol.0 No.12 [2016],2016,Korean,희귀의약품 ;  희귀질환 ;  공급중단 ;  강제실시 ;  에버그리닝 ;  제네릭 ;  바이오시밀러 ;  orphan drug ;  rare disease ;  discontinuation of supply ;  compulsory licensing ;  evergreening ;  generic ;  bio-similar,KCI등재,학술저널
65e6f2357436f20b02adf0d2,증례 : 혈액종양 ; 크론병과 동반된 탄력섬유성위황색종양 질환 1예 = Case Reports : Hemato-oncology ; Pseudoxanthoma Elasticum-Like Disorder with Multiple Coagulation Factor Deficiency in a Patient with Crohn`s Disease,https://www.riss.kr/link?id=A100985454,강병주 ( Byeong Zu Ghang ) ;  이지완 ( Ji Wan Lee ) ;  김좌훈 ( Jwa Hoon Kim ) ;  서유리 ( Yu Ri Seo ) ;  김민철 ( Min Chul Kim ) ;  정영진 ( Yeong Jin Jeong ) ;  이규형 ( Kyoo Hyung Lee ),대한내과학회,대한내과학회지 (The Korean Journal of Medicine),Vol.89 No.4 [2015],2015,Korean,응고질환이 연관된 탄력섬유성위황색종양 질환 ;  크론병 ;  Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency ;  Crohn disease,KCI등재,학술저널
65e6f2387436f20b02adf0d3,희귀의약품 사용 및 건강보험 지출 = Status of Orphan Drug Prescription Volume and Health Insurance Spending,https://www.riss.kr/link?id=A108766349,윤지은 (청주대학교),한국보건경제정책학회,보건경제와 정책연구(The Korean Journal of Health Economics and Policy),Vol.29 No.3 [2023],2023,Korean,희귀의약품 ;  희귀질환 ;  의료비 지출 ;  약가 ;  Orphan Drug ;  Rare Diseases ;  Health Expenditure ;  Drug Cost,KCI등재,학술저널
65e6f23c7436f20b02adf0d4,정상인과 음성질환자의 호흡 패턴 및 호흡 기능의 운동학적 특성 = Speech Breathing Pattern and Kinematic Breathing Function in Normal Subjects and Patients with Dysphonia: /a/ Vowel Production,https://www.riss.kr/link?id=A82424493,최성희(Seong Hee Choi) ;  남도현(Do-Hyun Nam) ;  최흥식(Hong-Shik Choi),한국언어청각임상학회,Communication Sciences and Disorders(Communication Sciences and Disorders),Vol.11 No.3 [2006],2006,-,호흡패턴 ;  호흡의 운동학적 기능 ;  음성질환 ;  speech breathing pattern ;  kinematic breathing function ;  dysphonia,370,"KCI등재,SCOPUS,ESCI"
65e6f2407436f20b02adf0d5,췌장에서 생기는 희귀 종양 및 종양 유사 병변들의 영상 소견 = Pictorial Review of Rare Pancreatic Tumors and Tumor-Like Lesions,https://www.riss.kr/link?id=A107064736,이승재 (전남대학교) ;  신상수 (전남대학교) ;  허숙희 (전남대학교) ;  정용연 (화순전남대학교병원),대한영상의학회,대한영상의학회지(Journal of the Korean Radiological Society),Vol.81 No.5 [2020],2020,Korean,Pancreatic Neoplasms ;  Carcinoma ;  Acinar Cell ;  Carcinoma ;  Anaplastic ;  Leiomyosarcoma ;  Schwannoma ;  Inflammatory Pseudotumor,"KCI등재,SCOPUS",학술저널
65e6f2437436f20b02adf0d6,결핵에 의한 Addison씨 질환 1예 보고 = A Case of Addison's Disease,https://www.riss.kr/link?id=A2023505,송영진 (충북대학교 의과대학 외과학 교실) ;  최재윤 (충북대학교 의과대학 외과학 교실) ;  궁성수 (충북대학교 의과대학 내과학 교실) ;  송형근 (충북대학교 의과대학 병리학교실) ;  배윤관 (충북대학교 의과대학 외과학 교실) ;  김정욱 (충북대학교 의과대학 외과학 교실),충북대학교 의과대학 충북대학교 의학연구소,忠北醫大學術誌(CHUNGBUK MEDICAL JOURNAL),Vol.4 No.1 [1994],1994,Korean,결핵 ;  Tuberculosis ;  Addison's disease ;  부신 피질 기능 저하증,510.4,학술저널
65e6f2477436f20b02adf0d7,Protein C 결핍에서 발생한 소모성 응고질환으로 인한 뇌내출혈로 야기된 뇌성마비 환자에 대한 증례기록 = Cerebral Palsy due to Intracranial Hemorrhage Caused by Consumptive Coagulopathy in Protein C Deficiency: A Case Report,https://www.riss.kr/link?id=A103065988,조유나(Yoo na Cho) ;  이영목(Young Mock Lee) ;  박은숙(Eun Sook Park) ;  최자영(Ja Young Choi) ;  박천웅(Chun ung Park) ;  나동욱(Dong wook Rha),대한소아신경학회,대한소아신경학회지(Journal of Korea child neurology society),Vol.25 No.1 [2017],2017,-,Purpura fulminans ;  Cerebral palsy ;  Protein C deficiency,516,KCI등재후보
65e6f24c7436f20b02adf0d8,"전자제품 조립업체 근로자에게 직무 요구, 직무 조직, 경력 개발, 역할 압력, 경제력 압력등의 직무 스트레스가 업무관련 상지 근골격계 질환에 미치는 영향 = Importance of Job Demands, Career Development, Role Pressure, and Economic-Issue-Related Job Stress as Risk Factors for Work Related Musculoskeletal Disorders in Electronics Assembly Line Workers",https://www.riss.kr/link?id=A30065282,한상환 (가천의과대학교 예방의학과 및 가천의과대학 남동길병원 산업의학과) ;  조수현 (서울대학교 의과대학 예방의학교실 및 의학연구원 환경의학연구소) ;  김지영 (가천의과대학교 예방의학과 및 가천의과대학 남동길병원 산업의학과) ;  성낙정 (가천의과대학교 예방의학과 및 가천의과대학 남동길병원 산업의학과),大韓産業醫學會,대한직업환경의학회지(Annals of Occupational and Environmental Medicine),Vol.15 No.3 [2003],2003,Korean,Automation ;  Developing country ;  Musculoskeletal disease ;  Psychosocial factor ;  Stress,510,KCI등재후보
65e6f24f7436f20b02adf0d9,질천질환의 임상경험 1예 = A Case of Adenosis of the Vagina,https://www.riss.kr/link?id=A75622072,김일경(IK Kim) ;  권영천(YC Kwon) ;  박영수(YS Park) ;  백영일(YI Baek),대한산부인과학회,Obstetrics & Gynecology Science(Obstetrics & Gynecology Science),Vol.25 No.7 [1982],1982,-,516,"KCI등재,SCOPUS,ESCI",학술저널
65e6f2537436f20b02adf0da,복합 질환이 수반된 호산구 방광염 1례 = Eosinophilic Cystitis Associated with Complicated Diseases,https://www.riss.kr/link?id=A2023462,이현무 (충북대학교 의과대학 비뇨기과학교실) ;  김원재 (충북대학교 의과대학 비뇨기과학교실) ;  김승철 (충북대학교 의과대학 산부인과학교실) ;  김학순 (충북대학교 의과대학 산부인과학교실) ;  송형근 (충북대학교 의과대학 해부병리학교실),충북대학교 의과대학 충북대학교 의학연구소,忠北醫大學術誌(CHUNGBUK MEDICAL JOURNAL),Vol.1 No.1 [1991],1991,Korean,Eosinophilic cystitis ;  호산구 방광염,510.4,학술저널
65e6f2577436f20b02adf0db,GNPTAB 유전자에서 새로운 돌연변이가 확인된 뮤코지방증 III형 남매 = A Case Report of Novel Mutation in GNPTAB in Two Siblings with Mucolipidosis Type III Alpha/beta,https://www.riss.kr/link?id=A106333473,"김민선 ;  박에스더 ;  송아리 ;  임민지 ;  박형두 ;  조성윤 ;  진동규 ;  Kim, Min-Sun ;  Park, Esther ;  Song, Ari ;  Im, Minji ;  Park, Hyung-Doo ;  Cho, Sung Yoon ;  Jin, Dong-Kyu",대한유전성대사질환학회,대한유전성대사질환학회지(Journal of the Korean Society of Inherited Metabolic Disease ),Vol.18 No.3 [2018],2018,Korean,Mucolipidosis types III ;  N-acetylglucosamine-1 phosphotransferase ;  GNPTAB,학술저널,99-106(8쪽)
65e6f25a7436f20b02adf0dc,민간의료보험이 노년층 의료서비스 이용에 미치는 영향: 만성질환 보유 여부에 따른 차이 = Effects of Private Medical Insurance on the Use of Medical Services for the Elderly: Differences According to Chronic Diseas,https://www.riss.kr/link?id=A107665797,이광훈(Gwanghoon Lee),한국자료분석학회,Journal of the Korean Data Analysis Society(Journal of The Korean Data Analysis Society),Vol.23 No.3 [2021],2021,-,노령인구 ;  의료서비스 ;  민간의료보험 ;  내생성 ;  패널 포아송 희귀 ;  elderly population ;  medical service ;  private medical insurance ;  endogeneity ;  panel Poisson regression,310,KCI등재
65e6f25e7436f20b02adf0dd,뇌혈관질환 환자의 진료결과연구를 중심으로 한 동·서의학간 임상적 교류  :  with the Stroke Patient Outcomes Research = The Clinical Interchange between Western Medicine and Oriental Medicine,https://www.riss.kr/link?id=A40028603,박종구 (연세대학교 원주의과대학 예방의학교실) ;  김춘배 (연세대학교 원주의과대학 예방의학교실) ;  강명근 (연세대학교 보건대학원) ;  이성수 (연세대학교 원주의과대학 신경과학교실) ;  김달래 (성지대학교 한의과대학 체질의학과) ;  최서영 (하나한방병원) ;  한창호 (하나한방병원) ;  김민기 (강남병원 신경과) ;  조용진 (강남병원 신경과),한국의료QA학회,가을학술대회,Vol.1998 No.- [1999],1999,Korean,350.000,학술저널,437-466(30쪽)
65e6f2617436f20b02adf0de,Legislation and Policy Planning for the Rare Disorders and Orphan Drugs in Korea = 우리나라의 희귀질환 및 희귀의약품에 관한 법과 제도 및 정책,https://www.riss.kr/link?id=A327116,장창곡 (Department of Health Science),동덕여자대학교,생활과학연구(Dongduk journal of life science studies),Vol.8 No.- [2003],2003,Korean,Rare disorders ;  Orphan drugs ;  Legislation,590,학술저널
65e6f2657436f20b02adf0df,2009년 달라지는 여러 가지 복지제도,https://www.riss.kr/link?id=A82616530,안상협,한국빈곤문제연구소,기념논문집,Vol.2009 No.1 [2009],2009,Korean,학술저널,300-319(20쪽),eArticle
65e6f2697436f20b02adf0e0,2011아는 만큼 권리도 보인다 건강보험 & 국민연금,https://www.riss.kr/link?id=A82614629,한국노동조합총연맹,한국노동조합총연맹,기타자료,Vol.2010 No.1 [2010],2010,Korean,336.42,학술저널,1-72(72쪽)
65e6f26c7436f20b02adf0e1,갈락토오스혈증 선별검사 양성인 신생아에 대한 정밀검사 결과 분석 = Analysis on confi.rmatory diagnosis in newborns with positive result through newborn screening for galactosemia,https://www.riss.kr/link?id=A82692424,최태윤 (순천향대학교 의과대학 진단검사의학교실) ;  윤혜란 (덕성여자대학교 약학대학 생의약분석실),덕성여자대학교 약학연구소,藥學論文誌,Vol.21 No.- [2010],2010,Korean,갈락토오스혈증,510,학술저널
65e6f2727436f20b02adf0e2,제3기 국민건강영양조사를 바탕으로 살펴본 직업군별 Framingham risk score = Framingham Risk Scores by Occupational Group Based on the 3rd Korean National Health and Nutrition Examination survey,https://www.riss.kr/link?id=A76516838,최민철 (서울대학교 보건대학원 직업환경건강연구실) ;  송윤희 (서울대학교 보건대학원 직업환경건강연구실) ;  이상열 (경희대학교 의과대학 내분비내과;경희대학교 내분비연구소) ;  우정택 (경희대학교 의과대학 내분비내과;경희대학교 내분비연구소),大韓産業醫學會,대한직업환경의학회지(Annals of Occupational and Environmental Medicine),Vol.21 No.1 [2009],2009,Korean,Occupations ;  Cardiovascular disease ;  Framingham risk score,510,KCI등재
65e6f2757436f20b02adf0e3,건강보험의 질병 간 비용부담의 형평성 제고 방안 = Study on Improving the Fairness of Health Insurance in the Burden of Expenses by Diseases,https://www.riss.kr/link?id=A100575369,김대환 ( Daehwa Kim ),보험연구원,보험금융연구(Journal of insurance and finance),Vol.26 No.2 [2015],2015,Korean,4대 중증질환 ;  산정특례제도 ;  본인부담상한제 ;  건강보험 ;  Critical Illnesses ;  Health Insurance ;  Fixed Effect,KCI등재,학술저널
65e6f2797436f20b02adf0e4,의약품 자료독점권(Data Exclusivity)에 대한 비교법적 고찰-COVID-19 치료제 및 백신 개발을 대비하여- = The Study of Comparative Legal Review According to Data Exclusivity of Pharmaceutical Marketing Authorization -In preparation for the development of drugs and vaccine of COVID-19-,https://www.riss.kr/link?id=A106929417,박지혜 (법무법인 유준),대한의료법학회,의료법학(THE KOREAN SOCIETY OF LAW AND MEDICINE),Vol.21 No.1 [2020],2020,Korean,의약품 ;  자료독점권 ;  생물의약품 ;  희귀의약품 ;  재심사제도 ;  렘데시비르 ;  코로나 ;  Pharmaceutical Product ;  Data exclusivity ;  Bioproduct ;  Orphan Drug ;  Remdesivir ;  Re-examination ;  COVID-19,KCI등재,학술저널
65e6f27c7436f20b02adf0e5,장애인 가구의 재난적 의료비 결정요인 = Factor of determination of catastrophic health expenditure for families with disabilities,https://www.riss.kr/link?id=A108456494,서진숙 ( Seo Jin-suk ),한국장애인개발원,장애인복지연구(Disability & Social Welfare),Vol.6 No.2 [2015],2015,-,장애인가구 ;  재난적 의료비 ;  영향요인 ;  회귀분석 ;  families with disabilities ;  catastrophic health expenditure ;  influencing factors ;  logistic regression analysis,null,학술저널
65e6f2807436f20b02adf0e6,한국 의료제도와 유전상담 서비스의 구축 = Genetic Counseling in Korean Health Care System,https://www.riss.kr/link?id=A99535502,김현주(Hyon J. Kim),대한의학유전학회(The Korean Society of Medical Genetics and Genomics),대한의학유전학회지(Journal of genetic medicine),Vol.8 No.2 [2011],2011,-,Genetic counseling service ;  Korean Health Care System ;  National Health Insurance Policy ;  Professional genetic counselor ;  Training program ;  accreditation ;  certification ;  Korean Board of Medical Genetics,510,KCI등재후보
65e6f2847436f20b02adf0e7,"Orphan Drug Designation : 미국, 유럽, 한국의 제도 비교",https://www.riss.kr/link?id=A108554686,김찬호 ;  이장익,한국에프디시규제과학회(구 한국에프디시법제학회),"FDC법제연구(Regulatory Research on Food, Drug & Cosmetic)",Vol.17 No.2 [2022],2022,Korean,희귀질환 ;  orphan drug ;  orphan medicine ;  개발단계 희귀의약품 ;  orphan drug designation ;  orphan designation ;  개발단계 희귀의약품 지정 ;  rare disease ;  orphan drug ;  orphan medicine ;  orphan drug under development ;  orphan drug designation ;  orphan designation,518,KCI등재후보
65e6f2877436f20b02adf0e8,첨단재생의료제품 개발을 위한 비임상시험 고려사항 = Non-clinical Trial Considerations for the Development of Advanced Regenerative Medical Products,https://www.riss.kr/link?id=A108924054,김지연 (범부처재생의료기술개발사업단) ;  최우성 (메디키나바이오) ;  손성구 (범부처재생의료기술개발사업단) ;  고영화 (범부처재생의료기술개발사업단) ;  김수진 (범부처재생의료기술개발사업단) ;  김경민 (범부처재생의료기술개발사업단) ;  조인호 (범부처재생의료기술개발사업단),한국에프디시규제과학회,"FDC법제연구(Regulatory Research on Food, Drug & Cosmetic)",Vol.18 No.2 [2023],2023,Korean,첨단재생의료 ;  범부처재생의료기술개발사업단 ;  비임상시험 ;  희귀난치질환 ;  사이언스앰배서더 ;  Advanced regenerative medicine ;  Korean Fund for Regenerative Medicine ;  non-clinical trials ;  rare/ intractable diseases ;  Science Ambassador,KCI등재후보,학술저널
65e6f28b7436f20b02adf0e9,ALS지원제도 한·일 비교연구 = A Comparative Study on the ALS Support System between Korean and Japan,https://www.riss.kr/link?id=A103983289,정희경 (광주대학교) ;  허숙민 (일본츠쿠바대학교),한국지체.중복.건강장애교육학회,"지체.중복.건강장애연구(Korean Journal of Physical, Multiple, & Health Disabilities)",Vol.58 No.2 [2015],2015,Korean,ALS ;  희귀난치성질환 ;  난병 ;  길버트와 테렐 ;  ALS ;  rare incurable diseases ;  nanbyeong ;  Gilbert and Terrell,KCI등재,학술저널
65e6f28e7436f20b02adf0ea,개심술환자에서 임피던스 심박동기록법과 온도희석법으로 측정한 심박출량의 비교 = Comparison of Cardiac Outputs Measured by Impedance Cardiography and Thermodilution in Open Heart Surgery,https://www.riss.kr/link?id=A19562725,박종국 (제주대학교 의과대학 마취과학교실),충북대학교 의학연구소,忠北醫大學術誌(CHUNGBUK MEDICAL JOURNAL),Vol.12 No.1 [2002],2002,Korean,심박출량 ;  임피던스 ;  심박동기록법 ;  온도희석법 ;  심장수술 ;  Cardiac output ;  Impedance cardiography ;  Thermodilution ;  Cardiac surgery,510.000,학술저널
65e6f2927436f20b02adf0eb,루게릭장애인 배우자 경험에 관한 사례연구 = A Case Study on Experiences of Spouse Caregivers of ALS Patients,https://www.riss.kr/link?id=A105430867,유진경 (일본리츠메이칸대학교) ;  정희경 (광주대학교),한국장애인복지학회,한국장애인복지학(Journal of Disability and Welfare),Vol.40 No.40 [2018],2018,-,ALS ;  루게릭 ;  희귀난치성질환 ;  배우자 ;  질적 사례연구,300,KCI등재
65e6f2977436f20b02adf0ec,미 FDA의 신약허가 취득을 위한 전략적 접근 방법에 관한 고찰,https://www.riss.kr/link?id=A99955385,문성은 ;  이장익,한국에프디시규제과학회(구 한국에프디시법제학회),"FDC법제연구(Regulatory Research on Food, Drug & Cosmetic)",Vol.8 No.2 [2013],2013,Korean,FDA-사전면담 ;  생물학적 제제 ;  희귀질환 ;  희귀질환치료제 ;  FDA-sponsor meeting ;  biologics ;  rare disease ;  orphan drug ;  505(b)(2)조항 ;  505(b)(2) application,518,KCI등재후보
65e6f29b7436f20b02adf0ed,사구체 여과율에 따른 투석 전 만성 신부전 환자의 질병 관련 지식 정도와 교육 요구도 조사,https://www.riss.kr/link?id=A103220178,김혜원 (서울대학교 간호대학) ;  최스미 (서울대학교),기초간호학회,Journal of korean biological nursing science(Journal of korean biological nursing science),Vol.12 No.2 [2010],2010,-,Pre-dialysis ;  Chronic renal failure ;  Knowledge ;  Education,512,KCI등재
65e6f29e7436f20b02adf0ee,크론병 자녀를 돌보는 어머니의 경험에 대한 자전적 내러티브 탐구 = A Self Narrative Inquiry of Mother’s Experience of Caring for Child with Crohn’s Disease,https://www.riss.kr/link?id=A107497178,이유경(Lee Yu Kyoung),학습자중심교과교육학회,학습자중심교과교육연구(The Journal of Learner-Centered Curriculum and Instruction),Vol.21 No.10 [2021],2021,-,크론병 자녀 ;  어머니의 경험 ;  내러티브 탐구 ;  Children and Adolescents Crohn s disease ;  Mother’s experience ;  Narrative Inquiry,373,KCI등재
65e6f2a27436f20b02adf0ef,증례 : 내분비-대사 ; 아급성 갑상선염이 동반된 갑상선 자율기능성 결절 1예 = Case Reports : Endocrinology-metabolism ; A case of an autonomously functioning thyroid nodule combined with subacute thyroiditis,https://www.riss.kr/link?id=A76562354,강미자 ( Mi Ja Kang ) ;  권혁상 ( Hyuk Sang Kwon ) ;  최윤희 ( Yoon Hee Choi ) ;  윤건호 ( Kun Ho Yoon ) ;  차봉연 ( Bong Yun Cha ) ;  손호영 ( Ho Young Son ) ;  정찬권 ( Chan Kwon Jung ),대한내과학회,대한내과학회지 (The Korean Journal of Medicine),Vol.77 No.5 [2009],2009,-,Thyroiditis ;  Subacute ;  Thyroid nodule ;  Thyrotoxicosis ;  아급성 갑상선염 ;  갑상선 결절 ;  갑상선 중독증,513,KCI등재
65e6f2a67436f20b02adf0f0,부신피질 자극호르몬 단독결핍 1례 = A case of Isolated ACTH Deficiency,https://www.riss.kr/link?id=A2026179,박경식 (포항성모병원 내과) ;  이승현 (포항성모병원 내과) ;  최석영 (포항성모병원 내과) ;  박태규 (포항성모병원 내과) ;  이동화 (포항성모병원 내과) ;  이찬우 (포항성모병원 내과) ;  정성복 (포항성모병원 내과) ;  이인규 (계명대학교 의과대학 내과학교실 및 의과학연구소),啓明大學校 醫科大學(Keimyung University School of Medicine & Institute for Medical Science),계명의대학술지(Keimyung Medical Journal (Keimyung Med J)),Vol.16 No.3 [1997],1997,Korean,Hyponatremia ;  Hyperprolactinemia ;  ACTH deficiency,510.5,KCI등재후보
65e6f2a97436f20b02adf0f1,폐고혈압의 치료 = Special Review : Treatment of pulmonary hypertension,https://www.riss.kr/link?id=A77021607,정욱진 ( Wook Jin Chung ),대한내과학회,대한내과학회지 (The Korean Journal of Medicine),Vol.78 No.1 [2010],2010,-,폐고혈압 ;  최신 치료 ;  Pulmonary hypertension ;  Therapy,500,KCI등재후보
65e6f2ad7436f20b02adf0f2,수술로 치유된 장탄저 1예 = A Case of Intestinal Anthrax with Recovery after Surgical Intervention,https://www.riss.kr/link?id=A18766281,이종임 (동국대학교 의과대학 병리학교실) ;  김정란 (동국대학교 의과대학 병리학교실) ;  김동훈 (동국대학교 의과대학 병리학교실) ;  정병욱 (동국대학교 의과대학 일반외과학교실),대한병리학회,Journal of Pathology and Translational Medicine(The Korean Journal of Pathology),Vol.29 No.2 [1995],1995,Korean,Anthrax ;  Intestinal type ;  T-cell ;  Ki-1 Ag ;  Survival,511.805,KCI등재
65e6f2b17436f20b02adf0f3,두개내에 발생한 형질세포육아종 (Plasma Cell Granloma) 2예 = 2 Cases of Plasma Cell Granulomas Involving Intracranium,https://www.riss.kr/link?id=A18771895,천대웅 (을지의과대학 신경과학교실) ;  주성민 (을지의과대학 신경과학교실) ;  김후원 (을지의과대학 신경과학교실) ;  김병기 (을지의과대학 신경과학교실) ;  안병철 (을지의과대학 신경과학교실) ;  오건세 (을지의과대학 신경과학교실) ;  양기화 (을지의과대학 병리학교실),대한신경과학회,대한신경과학회지(Journal of the Korean Neurological Association),Vol.17 No.3 [1999],1999,Korean,Plasma cell granuloma ;  Inflammatory pseudotumor ;  Central nervous system,513,KCI등재
65e6f2b47436f20b02adf0f4,"DDS에 의한 methemoglobinemia 2례 = Two Cases of Methemoglobinemia due to Ingestion of 4,4'- Diaminodiphenylsulfone(Dapsone,DDS)",https://www.riss.kr/link?id=A2019244,최성민 (동국대학교 의과대학 소아과 교실) ;  권삼 (동국대학교 의과대학 내과학 교실) ;  김우택 (동국대학교 의과대학 소아과 교실) ;  백영수 (동국대학교 의과대학 소아과 교실) ;  강승완 (동국대학교 의과대학 내과학 교실) ;  신현종 (동국대학교 의과대학 흉부외과학 교실) ;  권경배 (동국대학교 의과대학 소아과 교실) ;  김두권 (동국대학교 의과대학 소아과 교실),東國大學校醫學硏究所(Medical Institute of the Dongguk University ),東國醫學(The DongGuk Journal of Medicine),Vol.2 No.- [1994],1994,Korean,DDS ;  메트헤모글로빈혈증,510.4,학술저널
65e6f2b87436f20b02adf0f5,복막 위점액종 2례 보고 = 2 Cases of Pseudomyxoma Peritonei,https://www.riss.kr/link?id=A2019274,정병욱 (동국대학교 의과대학 일반외과학교실) ;  이준희 (동국대학교 의과대학 일반외과학교실),東國大學校 醫學硏究所(Medical Institute of the Dongguk University ),東國醫學(The DongGuk Journal of Medicine),Vol.3 No.- [1995],1995,Korean,복막 위점액종,510.4,학술저널
65e6f2bd7436f20b02adf0f6,Oculodentodigital syndrome의 1증례 = OCULODENTODIGITAL SYNDROME : A CASE REPORT,https://www.riss.kr/link?id=A1991379,강호승 (부산대학교 치과대학 소아치과학교실) ;  김신 (부산대학교 치과대학 소아치과학교실) ;  정태성 (부산대학교 치과대학 소아치과학교실),大韓小兒齒科學會(The Korean Academy of Pediatric Dentistry ),大韓小兒齒科學會誌(JOURNAL OF THE KOREAN ACADEMY OF PEDIATRIC DENTISTRY ),Vol.26 No.3 [1999],1999,Korean,Enamel hypoplasia ;  Oculodentodigital syndrome ;  Genetic disease ;  법랑질 형성부전 ;  유전성 질환,515.19,KCI등재
65e6f2c17436f20b02adf0f7,하악전치하방 ( 下顎前齒下方 ) 에 발생한 cementifying - fibroma의 1예보고 = A Case Report of Cementifying Fibroma 하악전치하방 ( 下顎前齒下方 ) 에 발생한 cementifying - fibroma의 1예보고,https://www.riss.kr/link?id=A3028256,김주환 ;  김종열 ;  김창현 ( Ju Whan Kim ;  Chong Youl Kim ;  Chang Hyun Kim ),대한예방치과·구강보건학회,大韓口腔保健學會誌(Journal of Korean Academy of Oral Health),Vol.1 No.2 [1967],1967,-,500,KCI등재,학술저널
65e6f2c47436f20b02adf0f8,CALCIFYING ODONTOGENIC CYST  :  A case report of odontome producing type and review of literature = 石灰化 齒性 囊腫,https://www.riss.kr/link?id=A19569527,"Lim, Jae-Gye (Department of Dentistry, PoHang Hospital of DongGuk University) ;  Choi, Tae-Ho (Department of Dentistry, PoHang Saint Mary's Hospital) ;  Kim, Yong-Jin (Department of Pathology, PoHang Saint Mary's Hospital)",동국대학교 경주대학,論文集,Vol.8 No.- [1989],1989,English,515.000,학술저널,507-525(19쪽)
65e6f2c87436f20b02adf0f9,원인불명 간 육아종 1예 = Hepatic Granulomas of Unknown Cause - A Case Report -,https://www.riss.kr/link?id=A18764704,황호근 (원광대학교 의과대학 내과학교실) ;  김제형 (원광대학교 의과대학 내과학교실) ;  양세훈 (원광대학교 의과대학 내과학교실) ;  안선호 (원광대학교 의과대학 내과학교실) ;  서검석 (원광대학교 의과대학 내과학교실) ;  최석채 (원광대학교 의과대학 내과학교실) ;  김학철 (원광대학교 의과대학 내과학교실) ;  나용호 (원광대학교 의과대학 내과학교실),大韓消化器病學會,大韓消化器病學會誌(The Korean journal of gastroenterology),Vol.29 No.5 [1997],1997,Korean,간육아종 ;  Hepatic granuloma,학술저널,683-686(4쪽)
65e6f2cb7436f20b02adf0fa,담췌관 합류이상의 임상적 고찰 = Analysis of 45 Cases of Anomalous Pancreaticobiliary Ductal Union,https://www.riss.kr/link?id=A18764921,이진헌 (연세대학교 의과대학 내과학교실 및 소화기병 연구소) ;  정재복 (연세대학교 의과대학 내과학교실 및 소화기병 연구소) ;  이세준 (연세대학교 의과대학 내과학교실 및 소화기병 연구소) ;  송시영 (연세대학교 의과대학 내과학교실 및 소화기병 연구소) ;  문영명 (연세대학교 의과대학 내과학교실 및 소화기병 연구소) ;  강진경 (연세대학교 의과대학 내과학교실 및 소화기병 연구소) ;  박인서 (연세대학교 의과대학 내과학교실 및 소화기병 연구소),大韓消化器病學會,大韓消化器病學會誌(The Korean journal of gastroenterology),Vol.31 No.6 [1998],1998,Korean,담췌관 합류이상 ;  공통관 ;  담관낭종 ;  담낭암 ;  Anomalous pancreaticobiliary ductal union ;  Common channel ;  Gallbladder carcinoma ;  Choledochal cyst,학술저널,814-821(8쪽)
